NFC Sensor Tag Measurement
2018/07/31 15:11:19

t	 Data
 3.083063707999827	 617
 3.100105167000038	 619
 3.117215207999834	 619
 3.1333150829996157	 619
 3.150587000000087	 623
 3.167507250000199	 627
 3.1845019169995794	 631
 3.200923249999505	 635
 3.217678082999555	 637
 3.234646416999567	 635
 3.2514809169997534	 637
 3.2678164580001976	 641
 3.2847772919994895	 645
 3.302130500000203	 649
 3.3192087919996993	 649
 3.3370437080002375	 649
 3.3551287079999383	 649
 3.3730566249996627	 653
 3.390319666999858	 655
 3.407585707999715	 659
 3.4244258749995424	 661
 3.4415717920001043	 663
 3.4577348329994493	 663
 3.4748039999994944	 663
 3.4913632500001768	 663
 3.508841249999932	 669
 3.5253244579998864	 673
 3.5426027080002314	 675
 3.5591105829998924	 697
 3.57658391699988	 781
 3.593452832999901	 927
 3.6110957499995493	 915
 3.627758542000265	 853
 3.645426832999874	 879
 3.6620385830001396	 909
 3.6795075829995767	 901
 3.6968997080002737	 869
 3.713698624999779	 865
 3.7314790000000357	 873
 3.748788875000173	 879
 3.7663162500002727	 845
 3.782916166999712	 785
 3.800445332999516	 737
 3.8174359169997842	 661
 3.834374332999687	 551
 3.851022916999682	 537
 3.86784629199974	 553
 3.88566287499998	 571
 3.9026034170001367	 577
 3.9196723750001183	 581
 3.9375343749998137	 585
 3.956749041999501	 589
 3.974311832999774	 595
 3.990968416999749	 597
 4.007860916999562	 601
 4.024485207999533	 607
 4.041699999999764	 609
 4.058848042000136	 609
 4.075535291999586	 611
 4.0919251249997615	 613
 4.108429207999507	 619
 4.125885333000042	 621
 4.1422871249997115	 627
 4.158754250000129	 627
 4.176001124999857	 625
 4.192327499999919	 627
 4.209461417000057	 629
 4.225901207999414	 637
 4.242812917000265	 639
 4.259458667000217	 641
 4.276684292000027	 641
 4.293207417000303	 639
 4.310883332999765	 645
 4.327350624999781	 649
 4.344514667000112	 651
 4.361877041999833	 655
 4.378646500000286	 657
 4.3954232919995775	 653
 4.412468124999577	 655
 4.429603583000244	 659
 4.446016332999534	 665
 4.462503707999531	 665
 4.479704917000163	 665
 4.496665542000301	 663
 4.513021416999436	 663
 4.529580583999632	 669
 4.546436710000307	 673
 4.563133208999716	 689
 4.5801659600001585	 753
 4.596789792999516	 911
 4.614344460000211	 925
 4.631858750999527	 861
 4.6486717099996895	 873
 4.665789167999719	 901
 4.683229876000041	 913
 4.700937667999824	 881
 4.717735750999964	 865
 4.734549501999936	 875
 4.751719543000036	 877
 4.76871091799967	 855
 4.785433918000308	 791
 4.801938001000053	 751
 4.818712376999429	 681
 4.835692667999865	 579
 4.851829792999524	 509
 4.868146085000262	 579
 4.8856237519994465	 571
 4.902392168000006	 575
 4.918661959999554	 577
 4.935148542999741	 579
 4.952038876000188	 585
 4.96904246000031	 591
 4.985384876999888	 595
 5.001562000999911	 601
 5.018357250999543	 601
 5.035572042999775	 601
 5.051762834999863	 603
 5.068024000999685	 607
 5.0852922929998385	 615
 5.102164668000114	 619
 5.118679293000241	 617
 5.13514862699958	 617
 5.1521072509995065	 621
 5.16902545999983	 625
 5.185416002000238	 631
 5.202333418000308	 631
 5.219246210000165	 635
 5.2360285849999855	 635
 5.252222959999926	 635
 5.268423751000228	 639
 5.285733292999794	 643
 5.302444000999458	 647
 5.319005835000098	 649
 5.335287126999901	 647
 5.352484584999729	 649
 5.369457834999594	 653
 5.385781001999931	 657
 5.40238866799973	 659
 5.419264751999435	 659
 5.436245292999956	 659
 5.452394875999744	 659
 5.469001126999501	 661
 5.486149209999894	 669
 5.502812335000272	 669
 5.51908000200001	 667
 5.535548251999899	 667
 5.552815918000306	 671
 5.569755835000251	 679
 5.586362584999733	 735
 5.602797376000126	 889
 5.6201622520002275	 955
 5.637507960000221	 877
 5.659138001999963	 863
 5.6760141679997105	 913
 5.695368917999986	 909
 5.71266316800029	 869
 5.7295341680001	 867
 5.7463925849997395	 873
 5.763733169000261	 883
 5.781315209999775	 839
 5.7979987509997954	 775
 5.814610126999469	 725
 5.831703834999644	 659
 5.848612918999606	 547
 5.865245001999938	 555
 5.88504500199997	 559
 5.902645709999888	 579
 5.9197694180002145	 579
 5.936205252000036	 581
 5.9523355430001175	 583
 5.969344127000113	 591
 5.986391001999436	 599
 6.002623542999572	 603
 6.018973834999997	 603
 6.036206085000231	 603
 6.053090417999556	 605
 6.069664292999732	 609
 6.086268584999743	 615
 6.103094627000246	 617
 6.12032870999974	 619
 6.136588334999942	 621
 6.152739584999836	 623
 6.169800501999816	 625
 6.186712918000012	 629
 6.202882917999887	 635
 6.2192389599995295	 635
 6.236330667999937	 635
 6.253117876999568	 637
 6.269349626999428	 641
 6.285804543000268	 645
 6.30276700200011	 645
 6.319965126999705	 649
 6.336231626999506	 647
 6.352368251999906	 647
 6.369537001999561	 651
 6.386916626999664	 653
 6.403122001999691	 659
 6.419455626999479	 657
 6.436435542999789	 659
 6.453324043000066	 659
 6.469789751999997	 659
 6.486085126999569	 665
 6.503314460000183	 667
 6.520495751999988	 669
 6.536625584999456	 669
 6.552750501999981	 669
 6.569803002000299	 673
 6.587149167999996	 703
 6.603900834999877	 837
 6.620609042999604	 955
 6.637613877000149	 903
 6.655829667999569	 855
 6.676447001999804	 893
 6.693004667999958	 919
 6.710629960000006	 879
 6.728625793999527	 857
 6.746531626999968	 885
 6.763340710000193	 881
 6.780396168999687	 859
 6.7972137520000615	 799
 6.814567835000162	 747
 6.831145168000148	 685
 6.847477584999979	 581
 6.864077501999418	 513
 6.8811671679995925	 587
 6.897527334999722	 573
 6.9145136689994615	 573
 6.931347459999415	 579
 6.948315959999491	 581
 6.964822251999976	 587
 6.98136391800017	 589
 6.997686292999788	 591
 7.014965501999541	 591
 7.0313884600000165	 595
 7.047756959999788	 601
 7.064576877000036	 603
 7.081788419000077	 607
 7.098823960000118	 609
 7.115414709999641	 609
 7.131727668999702	 613
 7.148105043000214	 617
 7.165357793999647	 623
 7.181884669000283	 625
 7.198332668000148	 625
 7.21503104400017	 625
 7.231876001999808	 629
 7.248199376999764	 635
 7.264850585000204	 639
 7.281189669000014	 641
 7.298197792999417	 641
 7.3148229190001075	 641
 7.331207377000283	 643
 7.347658044000127	 647
 7.364866293999512	 653
 7.38120416899983	 655
 7.397516168999573	 653
 7.4141385439997975	 655
 7.431273502000295	 657
 7.4475865439999325	 661
 7.464144544000192	 663
 7.480804334999448	 663
 7.49770166899998	 665
 7.5142513769997095	 665
 7.530891084999894	 667
 7.547262377000152	 673
 7.564410252000016	 675
 7.580965418999767	 681
 7.597220044000096	 733
 7.6140464600002815	 881
 7.631696669000121	 945
 7.64823704399987	 881
 7.665290752000146	 861
 7.6820040849997895	 895
 7.6994528770001125	 919
 7.716128127000047	 879
 7.732608251999409	 859
 7.749307752000277	 879
 7.766626251999696	 879
 7.7831550439996136	 861
 7.799895043999641	 815
 7.8175286690002395	 751
 7.834781751999799	 701
 7.851312709999547	 605
 7.868024376999529	 507
 7.885141294000277	 595
 7.901986293999471	 565
 7.918452376999994	 571
 7.935101709999799	 571
 7.951637168999696	 579
 7.967974418999802	 587
 7.984622627000135	 593
 8.001102543999878	 597
 8.017716626999572	 599
 8.034513501999754	 601
 8.050911794000058	 605
 8.067351751999922	 611
 8.083694459999606	 613
 8.10050058500019	 615
 8.117327752000165	 615
 8.134088169000279	 617
 8.151235876999635	 621
 8.168363376999878	 625
 8.186210001999825	 627
 8.202805001999877	 631
 8.220005834999938	 631
 8.236905959999604	 631
 8.254176376999567	 631
 8.270791543999621	 637
 8.287711627000135	 643
 8.304896044000088	 645
 8.321756043999812	 645
 8.338038168999446	 645
 8.3551622519999	 647
 8.371997960000044	 651
 8.38893333499982	 655
 8.405219459999898	 659
 8.421984460000203	 657
 8.439075376999426	 657
 8.45613271000002	 659
 8.473023294000086	 661
 8.489654459999656	 661
 8.506958627000131	 667
 8.527416043999438	 671
 8.54542908500025	 673
 8.562359501999708	 675
 8.57879829400008	 675
 8.59604145999947	 693
 8.613859668999794	 805
 8.631002709999848	 947
 8.647623543999543	 917
 8.66510775200004	 861
 8.682668001999446	 887
 8.699584959999811	 923
 8.717876376999811	 895
 8.734923170000002	 869
 8.75239358699946	 875
 8.76934846199947	 885
 8.786296669999501	 879
 8.802910462	 827
 8.820768378000139	 763
 8.83724079500007	 713
 8.853796753999632	 635
 8.870473711999693	 523
 8.887705211999673	 589
 8.904268711999975	 563
 8.92081308700017	 579
 8.937843836999491	 577
 8.95456017000015	 581
 8.971673127999566	 585
 8.988747378999506	 591
 9.005769004000285	 597
 9.022145211999486	 597
 9.039179503999549	 597
 9.056190544999481	 599
 9.073129669999616	 603
 9.08958375400016	 605
 9.106467462000182	 613
 9.123210294999808	 615
 9.14069666999967	 617
 9.159533170000032	 619
 9.177028752999831	 619
 9.194941503999871	 621
 9.21187512799952	 627
 9.228258752999864	 631
 9.245027420000042	 635
 9.26173491999998	 639
 9.278342253000119	 637
 9.295396086999972	 637
 9.31196896199981	 641
 9.32878367000012	 647
 9.345760711999901	 651
 9.36231275299997	 651
 9.378834379000182	 649
 9.3963897120002	 651
 9.413381919999665	 653
 9.430574044999958	 657
 9.44690042000002	 661
 9.463750961999722	 661
 9.48100746199998	 663
 9.497572586999922	 661
 9.51421696199941	 661
 9.530695503999596	 667
 9.547568211999533	 671
 9.564065794999806	 673
 9.5807516699997	 673
 9.597004711999944	 679
 9.614723544999833	 749
 9.631573919999937	 915
 9.648155920000136	 945
 9.66518871199969	 867
 9.6824819200001	 867
 9.69949308699961	 903
 9.716447879000043	 911
 9.733330336999643	 875
 9.750890294999408	 861
 9.767481627999587	 881
 9.784453045000191	 877
 9.80105317000016	 843
 9.818314127999656	 793
 9.83500562900008	 733
 9.851421962000131	 687
 9.867711336999491	 583
 9.884893544999613	 505
 9.901260544999786	 585
 9.917585877999954	 569
 9.934193461999712	 577
 9.951297712000269	 581
 9.967572378000114	 589
 9.984291836999546	 595
 10.000905419999981	 593
 10.017795294999814	 597
 10.034268044999408	 599
 10.05082566999954	 603
 10.0672021700002	 605
 10.084108254000057	 609
 10.100626837000164	 611
 10.117081169999437	 611
 10.133673545999955	 613
 10.150790836999477	 619
 10.167128420000154	 623
 10.183619086999897	 625
 10.200220878999971	 625
 10.217252753999674	 627
 10.233734921000178	 629
 10.250295253999866	 631
 10.266838712000208	 637
 10.2841256290003	 641
 10.300768795000295	 641
 10.317210211999736	 639
 10.333981378999852	 643
 10.351303503999588	 647
 10.367595711999456	 651
 10.384130003999417	 653
 10.400777461999496	 653
 10.417772711999532	 653
 10.434281295999426	 653
 10.450771544999952	 657
 10.467140169999766	 661
 10.484655670999928	 663
 10.501074044999768	 663
 10.517420420000235	 661
 10.533949128999666	 663
 10.551257086999613	 669
 10.567509419999624	 671
 10.584163337000064	 675
 10.600671711999894	 679
 10.617713253999682	 733
 10.634685711999737	 887
 10.651211544999569	 943
 10.667793337000148	 877
 10.685296669999843	 863
 10.701861544999701	 893
 10.718354544999784	 917
 10.735132586999498	 879
 10.751834836999478	 863
 10.768546086999777	 877
 10.785395836999669	 887
 10.801936711999588	 861
 10.818635421000181	 809
 10.835481754000284	 757
 10.851735254000232	 715
 10.868182586999865	 627
 10.884757420999449	 523
 10.901524586999585	 591
 10.91779900399979	 555
 10.934378128999924	 573
 10.950973504000103	 575
 10.96734600399941	 581
 10.984026836999874	 585
 11.00051146199985	 587
 11.016812961999676	 591
 11.03311300399946	 593
 11.050238212000295	 601
 11.066772336999747	 605
 11.083103586999641	 605
 11.099896836999505	 607
 11.11640462899959	 609
 11.132895669999925	 613
 11.14972021199992	 619
 11.166367920999619	 621
 11.183017753999593	 623
 11.200553878999926	 623
 11.216755962000207	 625
 11.233036337000158	 629
 11.24978225399991	 635
 11.266619461999653	 637
 11.283070587000111	 639
 11.299731920999875	 639
 11.316268671000216	 641
 11.332680337000056	 645
 11.349193670999739	 647
 11.366106211999977	 653
 11.382500044999688	 651
 11.399721337000301	 651
 11.416326753999783	 653
 11.432659295000121	 655
 11.449652586999946	 659
 11.46661883700017	 663
 11.48306179500014	 663
 11.499817378999978	 661
 11.5163533369996	 663
 11.533321754000099	 665
 11.549887211999703	 669
 11.566357296000206	 673
 11.582711795999785	 673
 11.599811754000257	 675
 11.616215129000011	 697
 11.633161337000274	 809
 11.650044211999557	 955
 11.66727400399941	 913
 11.68408008699953	 855
 11.700937712000268	 885
 11.717495086999406	 917
 11.735019003999696	 893
 11.751626461999876	 867
 11.76832437899975	 871
 11.785305546000018	 879
 11.802587420999771	 873
 11.81968692099963	 827
 11.83637237899984	 767
 11.852543629000138	 727
 11.869836670999575	 655
 11.886344296000061	 547
 11.902746753999963	 539
 11.919346878999932	 553
 11.936467712000194	 563
 11.952995171000111	 573
 11.969547378999778	 577
 11.985990586999833	 583
 12.002969753999423	 589
 12.0197634619999	 591
 12.036463712000113	 595
 12.052895171000273	 599
 12.070079420999718	 607
 12.08676467100031	 611
 12.103237420999903	 611
 12.119761211999503	 611
 12.136685503999615	 613
 12.15310308700009	 617
 12.169861545999993	 621
 12.186321461999796	 627
 12.203235586999654	 627
 12.219808629	 625
 12.236501796000084	 629
 12.252925171000243	 631
 12.270069295999747	 635
 12.286475086999417	 641
 12.302894587000083	 641
 12.319579211999553	 639
 12.336579879000055	 641
 12.353153045999534	 643
 12.369909711999753	 645
 12.386339212000166	 653
 12.403357961999973	 655
 12.420148420999794	 651
 12.436676211999838	 653
 12.453237753999929	 657
 12.470378045999496	 661
 12.48689833699973	 663
 12.503228961999412	 663
 12.519801421000011	 663
 12.536683837000055	 663
 12.55327146199943	 665
 12.570109461999891	 671
 12.586482337000234	 673
 12.603604754000116	 677
 12.620316003999505	 695
 12.63722221199987	 791
 12.653980379000132	 941
 12.671377046000089	 917
 12.687999087000208	 857
 12.704713586999787	 875
 12.722285586999533	 921
 12.740329670999927	 901
 12.757372045999546	 873
 12.774145753999619	 871
 12.791660754000077	 881
 12.809828170999936	 879
 12.826270587000181	 837
 12.8427370039999	 773
 12.85974446199998	 723
 12.876780253999641	 647
 12.893826212000022	 533
 12.911214253999788	 577
 12.932943296999838	 565
 12.950427089000186	 581
 12.966745464000269	 583
 12.983923505999883	 587
 13.00086196400025	 591
 13.017832421999628	 591
 13.034289422000256	 595
 13.051238963999822	 599
 13.067617754999446	 603
 13.084735130999434	 605
 13.101122172000032	 605
 13.118063963999703	 605
 13.13465200599967	 609
 13.151864421999562	 613
 13.16817213000013	 617
 13.185543339000105	 621
 13.20209817199975	 623
 13.219264088999807	 623
 13.235838046999561	 627
 13.252860046999558	 629
 13.269396963999498	 635
 13.286756255	 639
 13.30301521399997	 639
 13.320398380999904	 639
 13.336807630000294	 639
 13.354061297000044	 641
 13.370341171999826	 649
 13.387568129999636	 651
 13.404080421999424	 653
 13.421206046999941	 653
 13.437509213999874	 653
 13.454588130999582	 655
 13.471068756000022	 659
 13.488117046999832	 661
 13.5046386719996	 663
 13.521688089000236	 663
 13.538036004999412	 661
 13.555344380999486	 663
 13.57171438000023	 667
 13.58867133900003	 671
 13.605212088999906	 675
 13.622138629999426	 687
 13.63887554699977	 759
 13.656362046999675	 917
 13.673175504999563	 925
 13.690534421999473	 861
 13.707349379999869	 871
 13.725257213999612	 905
 13.742043629999898	 903
 13.759497713999735	 863
 13.776274046999788	 871
 13.79369629699977	 873
 13.810296255999674	 877
 13.82765254700007	 847
 13.845934255999964	 783
 13.865032255999722	 739
 13.883915880999666	 665
 13.901067421999869	 545
 13.917735338999591	 561
 13.935246130999985	 551
 13.952428839000277	 571
 13.96973500599961	 581
 13.986244671999884	 585
 14.003323296999952	 585
 14.020755671999723	 589
 14.037826922000022	 593
 14.054340755999874	 597
 14.071529046999785	 601
 14.088692505999461	 605
 14.105689088999497	 607
 14.121951881000314	 609
 14.13912867199997	 609
 14.156316130999585	 613
 14.173594005999803	 619
 14.190711131000171	 621
 14.208150254999964	 625
 14.225864756000192	 629
 14.243009588999485	 629
 14.259896421999656	 629
 14.2764092970001	 631
 14.292987963999622	 635
 14.309591088999696	 639
 14.326741130999835	 643
 14.343277504999605	 643
 14.360531088999778	 643
 14.37770475599973	 645
 14.394596006000029	 647
 14.411041131000275	 653
 14.427424589000111	 655
 14.4440220890001	 657
 14.460798131000047	 657
 14.477599922000081	 659
 14.494011173000217	 661
 14.510468589000084	 663
 14.527443171999948	 667
 14.54401704799966	 667
 14.560533338999448	 665
 14.576740630999666	 665
 14.594003213999713	 669
 14.610471381000025	 675
 14.62683100599952	 681
 14.643688797999857	 735
 14.661144339000202	 891
 14.678368463999504	 945
 14.695032089000051	 869
 14.711612422000144	 861
 14.728681839000274	 899
 14.745420381000258	 919
 14.761938838999413	 881
 14.77833088099942	 861
 14.795603671999743	 875
 14.813381963999745	 883
 14.832835588999842	 847
 14.850407881000137	 799
 14.867909671999769	 743
 14.885150131000046	 681
 14.902462963999824	 567
 14.919367297999997	 533
 14.936504880999564	 559
 14.953722922999987	 569
 14.971071463999579	 577
 14.98736654699951	 581
 15.004539630999716	 587
 15.021844255999895	 589
 15.03937804799989	 593
 15.055732630999955	 595
 15.07390304799992	 599
 15.091186589000245	 603
 15.108848547999514	 607
 15.126425589000064	 611
 15.142756713999916	 613
 15.159617964000063	 613
 15.176011296999604	 613
 15.19272583899965	 617
 15.209574630999668	 623
 15.226539338999828	 625
 15.243649922999793	 627
 15.260502756000278	 627
 15.276993796999705	 629
 15.29930767299993	 633
 15.319979422999495	 635
 15.33722538100028	 639
 15.353629381000246	 643
 15.370636298000136	 647
 15.387790546999895	 651
 15.404400755999632	 651
 15.421047005999753	 651
 15.437379463999605	 651
 15.454510964000292	 653
 15.471186672999465	 657
 15.487492964000012	 661
 15.504086047999408	 663
 15.521605005999845	 659
 15.538068838999607	 661
 15.554791880999801	 663
 15.57143929799986	 667
 15.588766713999576	 671
 15.605458838999766	 673
 15.621859463999499	 675
 15.638401755999439	 689
 15.656101089000003	 785
 15.6726792139998	 939
 15.689564839000013	 921
 15.706285713999932	 857
 15.723558589000277	 875
 15.740360005999719	 909
 15.75687113099957	 899
 15.773826298000131	 871
 15.791398255999411	 869
 15.808987213999899	 879
 15.825803922999512	 871
 15.842506130999936	 839
 15.859989464000137	 779
 15.877122380999936	 729
 15.893552005999481	 661
 15.910761463999734	 563
 15.927328963999571	 531
 15.944395589000123	 567
 15.960908297999595	 567
 15.97755583900016	 571
 15.99436642299952	 579
 16.011712548000105	 583
 16.027927006000027	 589
 16.044333048000226	 591
 16.061261881000064	 593
 16.077601672999663	 595
 16.094251839000208	 597
 16.1114034229995	 603
 16.128774588999477	 607
 16.145342547999462	 611
 16.161995005999415	 611
 16.178868756000156	 613
 16.195970588999444	 617
 16.2120165059996	 623
 16.22830354799953	 625
 16.2456370889995	 629
 16.26239058899955	 629
 16.278810881000027	 629
 16.295316588999412	 633
 16.312165006000214	 637
 16.32907083899954	 641
 16.345547506000003	 645
 16.361843673000294	 643
 16.37872717299979	 643
 16.395691963999525	 647
 16.41193013100019	 649
 16.4282144230001	 655
 16.44521075600005	 653
 16.462180880999767	 655
 16.478581630999543	 655
 16.494838423000147	 657
 16.511768588999985	 659
 16.528603672999452	 665
 16.545019131000117	 663
 16.56133404799948	 663
 16.578240922999612	 663
 16.6008324229997	 665
 16.61969675599994	 671
 16.636524923000252	 673
 16.653331630999674	 709
 16.670539339000243	 849
 16.68730871400021	 959
 16.70419142299943	 895
 16.72157063099985	 855
 16.73819813099999	 895
 16.755111130999467	 919
 16.771853047999684	 893
 16.789165006000076	 863
 16.80606858899955	 877
 16.8227300059998	 881
 16.839629088999573	 863
